animal,n,slope,intercept,r,R2,se_slope,t_slope,p_slope,se_intercept,t_intercept,p_intercept
PV_106,6256,0.024814733541124675,0.05801640923755731,0.7273195002989957,0.5289936555151808,0.00029608664882679875,83.80902563303522,0.0,,,
PV_126,8599,0.02465039897402098,0.06406806099225287,0.7328532340453886,0.5370738626507852,0.00024682510583096687,99.86990136612076,0.0,,,
PV_143,2980,0.023121753984935326,0.0791023452383687,0.6937691815067298,0.48131567720851787,0.00043984026720085534,52.568524778511595,0.0,,,
PV_57,10167,0.02163740621324724,0.07005969970251011,0.6848829011836101,0.4690645883336786,0.00022832634751259224,94.76526230532345,0.0,,,
PV_62,5292,0.02393682038235257,0.05999973196205963,0.6564729051311822,0.4309566751713741,0.00037817645417833825,63.295374732834595,0.0,,,
