animal,n,slope,intercept,r,R2,se_slope,t_slope,p_slope,se_intercept,t_intercept,p_intercept
M_002,6859,0.029815581207058257,0.12889367691705503,0.6714204186605157,0.4508053785942622,0.00039741549687511004,75.02370048852917,0.0,,,
