animal,n,slope,intercept,r,R2,se_slope,t_slope,p_slope,se_intercept,t_intercept,p_intercept
M_002,17202,0.03234849622269229,0.1351499902571821,0.7317239672467067,0.5354199642432595,0.00022975917558620742,140.79305490263167,0.0,,,
