animal,n,slope,intercept,r,R2,se_slope,t_slope,p_slope,se_intercept,t_intercept,p_intercept
M_002,10343,0.030983494313590623,0.1620942126114711,0.6922766817490403,0.47924700409346205,0.0003176035236222235,97.55400053572527,0.0,,,
