,frame,center_x,center_y,axs_1,axs_2,ellipse_phi,y_angle,x_angle
51,51,314.8052673339844,187.212646484375,30.750518798828125,86.94692993164062,84.79019165039062,-60.000001669652114,-9.000000250447817
52,52,315.2659606933594,187.24832153320312,30.742258071899414,87.23096466064453,85.37718200683594,-60.000001669652114,-8.000002499350005
53,53,315.8739013671875,187.26939392089844,30.946277618408203,87.23441314697266,85.95149993896484,-60.000001669652114,-6.999997918063023
54,54,316.3789978027344,187.2442626953125,31.063505172729492,87.16558074951172,86.48439025878906,-60.000001669652114,-6.000000166965211
55,55,316.88995361328125,187.2513427734375,31.152740478515625,87.03350067138672,86.99359893798828,-60.000001669652114,-4.999999000772815
56,56,317.36138916015625,187.23345947265625,31.236316680908203,87.10458374023438,87.64476776123047,-60.000001669652114,-3.999997834580417
57,57,317.8431091308594,187.2271728515625,31.279321670532227,87.10635375976562,88.15589904785156,-60.000001669652114,-3.0000000834826057
58,58,318.3652038574219,187.22581481933594,31.418333053588867,86.915283203125,88.74052429199219,-60.000001669652114,-1.999995502195624
59,59,318.90289306640625,187.2631378173828,31.357120513916016,87.06512451171875,89.38310241699219,-60.000001669652114,-1.0000011661923969
60,60,319.47674560546875,187.2328338623047,31.455631256103516,87.17538452148438,89.99061584472656,-60.000001669652114,0.0
61,61,319.90301513671875,187.2626953125,31.345367431640625,87.15624237060547,90.48023986816406,-60.000001669652114,1.0000011661923969
62,62,320.5009765625,187.25978088378906,31.361875534057617,87.10730743408203,91.02063751220705,-60.000001669652114,1.999995502195624
63,63,320.9997253417969,187.23495483398438,31.302881240844727,87.30624389648438,91.6455535888672,-60.000001669652114,3.0000034985771906
64,64,321.5455017089844,187.2399139404297,31.27701759338379,86.96216583251953,92.21142578125,-60.000001669652114,3.999997834580417
65,65,321.99884033203125,187.24667358398438,31.240461349487305,86.95934295654297,92.84200286865234,-60.000001669652114,4.999999000772815
66,66,322.5426940917969,187.25726318359375,31.09281349182129,87.0152816772461,93.44734954833984,-60.000001669652114,6.000000166965211
67,67,323.0320129394531,187.2377166748047,31.02753448486328,86.98751831054688,93.93614959716795,-60.000001669652114,7.000001333157608
68,68,323.55230712890625,187.2742462158203,30.84623908996582,87.2340087890625,94.46704864501952,-60.000001669652114,8.000002499350005
69,69,324.12420654296875,187.2399139404297,30.756877899169922,87.0445556640625,95.09043884277344,-60.000001669652114,8.999996835353231
70,70,324.5770568847656,187.23245239257812,30.595972061157227,87.14591979980469,95.61640167236328,-60.000001669652114,10.0000048317348
71,71,325.0413513183594,187.2780303955078,30.450040817260742,86.76082611083984,96.2801284790039,-60.000001669652114,10.999999167738023
72,72,325.592041015625,187.25564575195312,30.196069717407227,87.0470199584961,96.85079956054688,-60.000001669652114,12.000000333930425
73,73,326.1015930175781,187.2800750732422,30.052398681640625,86.83940124511719,97.3495101928711,-60.000001669652114,13.00000150012282
74,74,326.59381103515625,187.2786407470703,29.85034942626953,87.01248931884766,97.85201263427734,-60.000001669652114,14.000002666315217
75,75,327.0876159667969,187.28160095214844,29.576513290405273,87.07057189941406,98.45402526855467,-60.000001669652114,14.999997002318445
76,76,327.60980224609375,187.30946350097656,29.323881149291992,86.78424835205078,99.05215454101562,-60.000001669652114,15.99999816851084
77,77,328.07891845703125,187.3046875,29.130102157592773,86.75504302978516,99.54771423339844,-60.000001669652114,17.000006164892408
78,78,328.6398620605469,187.3129119873047,28.78791046142578,87.01628875732422,100.0190200805664,-60.000001669652114,18.000000500895634
79,79,329.1022644042969,187.31195068359375,28.524829864501953,86.72332763671875,100.57492065429688,-60.000001669652114,19.00000166708803
80,80,329.6092834472656,187.35726928710938,28.28528594970703,86.45220184326172,101.19070434570312,-60.000001669652114,19.99999600309126
81,81,330.10888671875,187.3788299560547,27.93455696105957,86.60968017578125,101.614013671875,-60.000001669652114,21.000003999472824
82,82,330.5408935546875,187.34925842285156,27.54323387145996,86.63469696044922,102.11506652832033,-60.000001669652114,21.99999833547605
83,83,330.9207458496094,187.35902404785156,27.234113693237305,86.2045669555664,102.6600570678711,-60.000001669652114,22.999999501668448
84,84,331.5146179199219,187.37066650390625,26.820722579956055,86.41726684570312,103.15863037109376,-60.000001669652114,24.00000066786085
85,85,331.98382568359375,187.38467407226562,26.481647491455078,86.22411346435547,103.62866973876952,-60.000001669652114,25.00000183405324
86,86,332.3369445800781,187.39004516601562,26.02672004699707,86.22842407226562,104.14585876464844,-60.000001669652114,25.99999617005647
87,87,332.84844970703125,187.4226837158203,25.70862579345703,86.04153442382812,104.5767822265625,-60.000001669652114,26.999997336248864
88,88,333.36688232421875,187.4156036376953,25.262653350830078,85.94338989257812,105.13705444335938,-60.000001669652114,28.000005332630437
89,89,333.803466796875,187.4554901123047,24.772844314575195,85.95943450927734,105.6303482055664,-60.000001669652114,28.99999966863366
90,90,334.2838134765625,187.4772491455078,24.438190460205078,85.83480834960938,106.01604461669922,-60.000001669652114,30.000000834826057
91,91,334.57061767578125,187.4568634033203,23.934782028198242,85.80978393554688,106.55325317382812,-60.000001669652114,31.00000200101845
92,92,335.0992736816406,187.47665405273438,23.439489364624023,85.89507293701172,106.83653259277344,-60.000001669652114,32.00000316721085
93,93,335.5908203125,187.48822021484375,22.885087966918945,85.78740692138672,107.427001953125,-60.000001669652114,32.999997503214075
94,94,335.9233093261719,187.49050903320312,22.49372673034668,85.70648193359375,107.87053680419922,-60.000001669652114,33.99999866940647
95,95,336.39666748046875,187.54527282714844,21.920669555664062,85.82686614990234,108.220458984375,-60.000001669652114,34.99999983559887
96,96,336.68572998046875,187.53770446777344,21.538562774658203,85.59249114990234,108.78152465820312,-60.000001669652114,36.00000100179127
97,97,337.3136901855469,187.60183715820312,21.01848793029785,85.13668823242188,109.09261322021484,-60.000001669652114,37.00000216798367
98,98,337.6368103027344,187.57785034179688,20.29792594909668,85.34119415283203,109.5675811767578,-60.000001669652114,38.00000333417606
99,99,338.0135803222656,187.58566284179688,19.85240936279297,84.97463989257812,109.84363555908205,-60.000001669652114,39.000004500368455
100,100,338.3229064941406,187.59423828125,19.249820709228516,84.95159912109375,110.33326721191406,-60.000001669652114,39.99999883637168
101,101,338.67791748046875,187.58502197265625,18.803239822387695,84.7723159790039,110.63082122802734,-60.000001669652114,41.00000000256408
102,102,339.1190490722656,187.678466796875,18.145051956176758,84.58903503417969,111.04318237304688,-60.000001669652114,42.00000116875648
103,103,339.6193542480469,187.6863250732422,17.604156494140625,84.2335433959961,111.41163635253906,-60.000001669652114,43.00000233494888
104,104,340.005126953125,187.74887084960938,16.894346237182617,84.46503448486328,111.87167358398438,-60.000001669652114,43.9999966709521
105,105,340.44268798828125,187.780517578125,16.411996841430664,83.87645721435547,112.09827423095705,-60.000001669652114,45.00000466733367
106,106,340.5047912597656,187.70318603515625,15.761935234069824,83.9596176147461,112.5298080444336,-60.000001669652114,46.00000583352607
107,107,341.0331726074219,187.81182861328125,15.198298454284668,83.13628387451172,112.7643585205078,-60.000001669652114,47.000000169529294
108,108,341.1047668457031,187.73585510253906,14.577677726745605,83.14004516601562,113.13072204589844,-60.000001669652114,48.00000133572169
109,109,341.5628356933594,187.7644500732422,13.969841003417969,82.63224029541016,113.39068603515624,-60.000001669652114,49.00000250191409
110,110,341.9516906738281,187.83160400390625,13.236669540405273,82.81804656982422,113.71280670166016,-60.000001669652114,50.00000366810648
111,111,342.5665283203125,187.95730590820312,12.648670196533203,82.28305053710938,114.10142517089844,-60.000001669652114,50.999998004109706
112,112,342.73284912109375,187.9154052734375,11.906744956970215,82.37519073486328,114.46671295166016,-60.000001669652114,52.00000600049128
113,113,343.03424072265625,187.95703125,11.2681303024292,81.7176742553711,114.7066879272461,-60.000001669652114,53.0000003364945
114,114,343.1822509765625,187.9055633544922,10.637358665466309,80.96099090576172,114.98211669921876,-60.000001669652114,54.0000015026869
115,115,343.3338928222656,187.8947296142578,9.916821479797363,81.26508331298828,115.3131103515625,-60.000001669652114,55.0000026688793
116,116,343.5256652832031,187.83067321777344,9.352285385131836,80.45744323730469,115.478515625,-60.000001669652114,56.00001066526087
117,117,344.083251953125,188.0321502685547,8.6299409866333,80.03277587890625,115.81761169433594,-60.000001669652114,57.00000500126409
118,118,344.2561950683594,187.99232482910156,7.982885360717773,78.84161376953125,116.06033325195312,-60.000001669652114,57.99999933726732
119,119,344.602294921875,188.06800842285156,7.321673393249512,77.91864013671875,116.2938461303711,-60.000001669652114,58.99999367327055
120,120,344.8228454589844,188.1161651611328,6.519517421722412,77.6927261352539,116.54061126708984,-60.000001669652114,60.000001669652114
121,121,345.59893798828125,188.57977294921875,7.2599568367004395,79.24430084228516,117.42266845703124,-59.00000050345972,60.000001669652114
122,122,345.1839294433594,188.451171875,8.025445938110352,79.66966247558594,117.26384735107422,-59.00000050345972,59.00000050345972
123,123,345.0395202636719,188.51123046875,8.669553756713867,79.48267364501953,116.94524383544922,-59.00000050345972,57.99999933726732
124,124,344.7716369628906,188.4613800048828,9.460845947265625,79.92819213867188,116.7083740234375,-59.00000050345972,57.0000015861695
125,125,344.3797912597656,188.41217041015625,10.05330753326416,81.15996551513672,116.36824798583984,-59.00000050345972,56.00000041997711
126,126,344.3214416503906,188.47698974609375,10.833395004272461,81.03727722167969,116.15349578857422,-59.00000050345972,55.0000026688793
127,127,343.85125732421875,188.3843994140625,11.403223991394043,82.28990173339844,115.89537811279295,-59.00000050345972,54.0000015026869
128,128,343.5096740722656,188.31494140625,12.177934646606445,82.52464294433594,115.53382873535156,-59.00000050345972,53.0000003364945
129,129,343.3169860839844,188.34364318847656,12.862622261047363,82.5690689086914,115.23815155029295,-59.00000050345972,52.00000258539669
130,130,343.03228759765625,188.33697509765625,13.498249053955078,82.8354263305664,115.04943084716795,-59.00000050345972,51.000001419204295
131,131,342.6958923339844,188.32421875,14.290858268737793,82.82257843017578,114.57884216308594,-59.00000050345972,50.00000366810648
132,132,342.2662658691406,188.2883758544922,14.85633373260498,83.29908752441406,114.32769775390624,-59.00000050345972,49.00000250191409
133,133,342.0436706542969,188.29800415039062,15.590587615966797,83.390380859375,113.89637756347656,-59.00000050345972,48.00000133572169
134,134,341.56951904296875,188.23585510253906,16.173553466796875,83.7479019165039,113.6798324584961,-59.00000050345972,47.000000169529294
135,135,341.48944091796875,188.29640197753906,16.824613571166992,84.05195617675781,113.2737808227539,-59.00000050345972,45.999999003336896
136,136,341.0224914550781,188.2616424560547,17.386444091796875,84.54618072509766,113.0219497680664,-59.00000050345972,45.00000125223908
137,137,340.73150634765625,188.2057342529297,18.035493850708008,84.69344329833984,112.54816436767578,-59.00000050345972,44.00000350114127
138,138,340.0039978027344,188.1334228515625,18.68812370300293,84.92672729492188,112.17713928222656,-59.00000050345972,43.00000233494888
139,139,339.7913513183594,188.1589813232422,19.335607528686523,84.8028564453125,111.74943542480467,-59.00000050345972,42.00000116875648
140,140,339.4399719238281,188.1558837890625,19.89028549194336,84.9786376953125,111.44195556640624,-59.00000050345972,41.00000000256408
141,141,339.0785827636719,188.11305236816406,20.494400024414062,85.2376937866211,111.01180267333984,-59.00000050345972,40.00000225146627
142,142,338.61724853515625,188.0807647705078,21.02090835571289,85.20069122314453,110.76618194580078,-59.00000050345972,39.00000108527387
143,143,338.1073913574219,188.0503387451172,21.646223068237305,85.39535522460938,110.0942153930664,-59.00000050345972,37.99999991908148
144,144,337.66143798828125,188.02809143066406,22.14605712890625,85.46227264404297,109.77940368652344,-59.00000050345972,37.00000216798367
145,145,337.3747863769531,188.048095703125,22.769451141357422,85.47095489501953,109.39712524414062,-59.00000050345972,36.00000100179127
146,146,336.9934387207031,188.04002380371094,23.21902847290039,85.80315399169922,108.95557403564452,-59.00000050345972,34.99999983559887
147,147,336.48345947265625,187.97369384765625,23.704605102539062,85.98733520507812,108.47567749023438,-59.00000050345972,34.000002084501055
148,148,336.04388427734375,187.9943389892578,24.292621612548828,86.03568267822266,108.03166961669922,-59.00000050345972,33.000000918308665
149,149,335.4840393066406,187.91725158691406,24.779165267944336,86.31632232666016,107.6690673828125,-59.00000050345972,31.999999752116263
150,150,335.1463928222656,187.95877075195312,25.33827018737793,86.27497863769531,107.16869354248048,-59.00000050345972,30.99999858592387
151,151,334.74554443359375,187.92547607421875,25.748395919799805,86.2236557006836,106.6828384399414,-59.00000050345972,30.000000834826057
152,152,334.1893310546875,187.90065002441406,26.176462173461914,86.21772766113281,106.08489990234376,-59.00000050345972,29.000003083728245
153,153,333.7796630859375,187.87954711914062,26.592966079711914,86.48774719238281,105.59711456298828,-59.00000050345972,28.000001917535847
154,154,333.2763977050781,187.90579223632812,27.158212661743164,86.42288208007812,105.2540512084961,-59.00000050345972,27.00000075134345
155,155,332.90814208984375,187.9117889404297,27.474864959716797,86.39649963378906,104.6570053100586,-59.00000050345972,25.99999958515105
156,156,332.3030700683594,187.82847595214844,27.936996459960938,86.61347198486328,104.15372467041016,-59.00000050345972,24.999998418958658
157,157,331.8730163574219,187.86875915527344,28.31254768371582,86.56907653808594,103.67861938476562,-59.00000050345972,24.00000066786085
158,158,331.4547119140625,187.8810577392578,28.691537857055664,86.79376983642578,103.11837768554688,-59.00000050345972,22.999999501668448
159,159,330.9234619140625,187.83082580566406,29.040706634521484,86.74567413330078,102.64966583251952,-59.00000050345972,22.00000175057064
160,160,330.3853759765625,187.8337860107422,29.416229248046875,86.75291442871094,102.08043670654295,-59.00000050345972,21.00000058437824
161,161,329.91558837890625,187.8138885498047,29.746366500854492,86.81167602539062,101.48023986816406,-59.00000050345972,20.000002833280423
162,162,329.4123840332031,187.82162475585938,30.055627822875977,86.77118682861328,100.9784927368164,-59.00000050345972,19.00000166708803
163,163,328.85760498046875,187.78817749023438,30.38072395324707,86.98566436767578,100.46533966064452,-59.00000050345972,18.000000500895634
164,164,328.3129577636719,187.7720489501953,30.672466278076172,86.7922134399414,99.93427276611328,-59.00000050345972,17.000002749797822
165,165,327.8533935546875,187.76063537597656,30.884193420410156,87.15743255615234,99.31309509277344,-59.00000050345972,15.99999816851084
166,166,327.3091735839844,187.7584991455078,31.242557525634766,87.05068969726562,98.7428970336914,-59.00000050345972,15.000000417413029
167,167,326.8001708984375,187.723876953125,31.394779205322266,87.22607421875,98.21322631835938,-59.00000050345972,13.99999925122063
168,168,326.2953796386719,187.74163818359375,31.600828170776367,87.11503601074219,97.71625518798828,-59.00000050345972,13.00000150012282
169,169,325.7832336425781,187.74652099609375,31.86908721923828,87.22321319580078,97.04957580566406,-59.00000050345972,12.000000333930425
170,170,325.2041320800781,187.73695373535156,32.000274658203125,87.32575988769531,96.37972259521484,-59.00000050345972,10.999999167738023
171,171,324.760009765625,187.71640014648438,32.190731048583984,87.30958557128906,95.86080932617188,-59.00000050345972,10.000001416640211
172,172,324.2250061035156,187.7438201904297,32.368186950683594,87.20734405517578,95.36807250976562,-59.00000050345972,9.000000250447817
173,173,323.59930419921875,187.71774291992188,32.47148895263672,87.36011505126953,94.62213134765624,-59.00000050345972,8.000002499350005
174,174,323.1068420410156,187.72560119628906,32.58702850341797,87.37190246582031,94.11544799804688,-59.00000050345972,6.999997918063023
175,175,322.6219787597656,187.70761108398438,32.75951385498047,87.31388854980469,93.49584197998048,-59.00000050345972,6.000000166965211
176,176,322.07427978515625,187.7142333984375,32.82680892944336,87.25566864013672,92.92478942871094,-59.00000050345972,4.999999000772815
177,177,321.66107177734375,187.7021026611328,32.85067367553711,87.357666015625,92.3597412109375,-59.00000050345972,3.999997834580417
178,178,320.9941101074219,187.7071075439453,32.968135833740234,87.34793853759766,91.70855712890624,-59.00000050345972,3.0000000834826057
179,179,320.5442199707031,187.71282958984375,32.997955322265625,87.4000015258789,91.08698272705078,-59.00000050345972,1.999995502195624
180,180,319.9805603027344,187.71058654785156,33.0274658203125,87.36848449707031,90.48985290527344,-59.00000050345972,1.0000011661923969
181,181,319.4056701660156,187.7020263671875,33.01433181762695,87.32807922363281,89.93712615966797,-59.00000050345972,0.0
182,182,318.9234313964844,187.7006072998047,33.02522277832031,87.4284896850586,89.39311218261719,-59.00000050345972,-1.0000011661923969
183,183,318.3292236328125,187.7154541015625,33.01605224609375,87.35314178466797,88.75511932373047,-59.00000050345972,-1.999995502195624
184,184,317.7941589355469,187.6882781982422,32.936439514160156,87.29207611083984,88.09175872802734,-59.00000050345972,-3.0000034985771906
185,185,317.2893371582031,187.70022583007812,32.838504791259766,87.58329010009766,87.57633972167969,-59.00000050345972,-3.999997834580417
186,186,316.81707763671875,187.7222137451172,32.806556701660156,87.52793884277344,86.94185638427734,-59.00000050345972,-4.999999000772815
187,187,316.2210388183594,187.7172088623047,32.677825927734375,87.50018310546875,86.40931701660156,-59.00000050345972,-6.000000166965211
188,188,315.8745422363281,187.72425842285156,32.53606033325195,87.61636352539062,85.79225158691406,-59.00000050345972,-7.000001333157608
189,189,315.1904602050781,187.72616577148438,32.48857116699219,87.3541030883789,85.13664245605469,-59.00000050345972,-8.000002499350005
190,190,314.67919921875,187.71112060546875,32.22393035888672,87.32755279541016,84.57049560546875,-59.00000050345972,-8.999996835353231
191,191,314.17608642578125,187.7045135498047,32.12234878540039,87.41679382324219,84.12438201904297,-59.00000050345972,-10.0000048317348
192,192,313.6242370605469,187.73770141601562,32.017974853515625,87.19091796875,83.4510269165039,-59.00000050345972,-10.999999167738023
193,193,313.1707763671875,187.7184600830078,31.707387924194336,87.2191390991211,82.78894805908203,-59.00000050345972,-12.000000333930425
194,194,312.64984130859375,187.74647521972656,31.510557174682617,87.13976287841797,82.23365020751953,-59.00000050345972,-13.00000150012282
195,195,312.14715576171875,187.73109436035156,31.415098190307617,87.17918395996094,81.72461700439453,-59.00000050345972,-14.000002666315217
196,196,311.5904541015625,187.73851013183594,31.156801223754883,87.10858154296875,81.15949249267578,-59.00000050345972,-14.999997002318445
197,197,311.0565490722656,187.74365234375,30.78257942199707,87.24174499511719,80.631103515625,-59.00000050345972,-15.99999816851084
198,198,310.61138916015625,187.7572784423828,30.60540008544922,86.81499481201172,79.98998260498047,-59.00000050345972,-17.000006164892408
199,199,310.027587890625,187.77374267578125,30.295917510986328,86.94330596923828,79.46519470214844,-59.00000050345972,-18.000000500895634
200,200,309.4827880859375,187.79434204101562,29.958419799804688,86.88237762451172,78.9864730834961,-59.00000050345972,-19.00000166708803
201,201,309.03314208984375,187.8238983154297,29.669830322265625,86.8383560180664,78.3607406616211,-59.00000050345972,-19.99999600309126
202,202,308.50506591796875,187.8006591796875,29.299081802368164,86.79643249511719,77.80462646484375,-59.00000050345972,-21.000003999472824
203,203,308.0268859863281,187.79888916015625,28.933870315551758,86.77122497558594,77.3401870727539,-59.00000050345972,-21.99999833547605
204,204,307.49932861328125,187.86167907714844,28.531810760498047,86.86719512939453,76.8502426147461,-59.00000050345972,-22.999999501668448
205,205,307.0777587890625,187.83316040039062,28.203325271606445,86.65731048583984,76.27909851074219,-59.00000050345972,-24.00000066786085
206,206,306.56658935546875,187.83839416503906,27.91886329650879,86.3498764038086,75.75601196289062,-59.00000050345972,-25.00000183405324
207,207,306.10540771484375,187.8753204345703,27.358562469482422,86.6410140991211,75.28958892822266,-59.00000050345972,-25.99999617005647
208,208,305.65875244140625,187.84140014648438,26.97246551513672,86.42367553710938,74.73977661132812,-59.00000050345972,-26.999997336248864
209,209,305.1283874511719,187.90170288085938,26.53987693786621,86.46400451660156,74.32127380371094,-59.00000050345972,-28.000005332630437
210,210,304.64080810546875,187.93411254882812,26.068256378173828,86.153564453125,73.72099304199219,-59.00000050345972,-28.99999966863366
211,211,304.18951416015625,187.9283905029297,25.727474212646484,86.08892822265625,73.27667236328125,-59.00000050345972,-30.000000834826057
212,212,303.7352294921875,187.9447479248047,25.125080108642578,86.37403869628906,72.9004135131836,-59.00000050345972,-31.00000200101845
213,213,303.4212341308594,187.91867065429688,24.716367721557617,86.38566589355469,72.29664611816406,-59.00000050345972,-32.00000316721085
214,214,302.8005065917969,187.97207641601562,24.15535545349121,85.97139739990234,71.82785034179688,-59.00000050345972,-32.999997503214075
215,215,302.43157958984375,187.99147033691406,23.6458683013916,86.01317596435547,71.38936614990234,-59.00000050345972,-33.99999866940647
216,216,301.9820556640625,188.02008056640625,23.133962631225586,85.88549041748047,71.07627868652344,-59.00000050345972,-34.99999983559887
217,217,301.6460876464844,187.99130249023438,22.59893226623535,85.72351837158203,70.61383819580078,-59.00000050345972,-36.00000100179127
218,218,301.20501708984375,187.99447631835938,22.022830963134766,85.6399917602539,70.16663360595703,-59.00000050345972,-37.00000216798367
219,219,300.6722717285156,188.0641632080078,21.47930908203125,85.23075866699219,69.79092407226562,-59.00000050345972,-38.00000333417606
220,220,300.3580627441406,188.07827758789062,20.910198211669922,85.39484405517578,69.34927368164062,-59.00000050345972,-39.000004500368455
221,221,299.8521728515625,188.11734008789062,20.404897689819336,85.14888763427734,69.03545379638672,-59.00000050345972,-39.99999883637168
222,222,299.590087890625,188.1011962890625,19.7586669921875,85.01000213623047,68.59147644042969,-59.00000050345972,-41.00000000256408
223,223,299.1396179199219,188.1143798828125,19.19032096862793,84.94241333007812,68.20512390136719,-59.00000050345972,-42.00000116875648
224,224,298.6835632324219,188.18089294433594,18.495437622070312,84.99068450927734,67.68401336669922,-59.00000050345972,-43.00000233494888
225,225,298.3154296875,188.171630859375,17.92964744567871,84.71839141845703,67.4625473022461,-59.00000050345972,-43.9999966709521
